UR	SR
h.ɔɪ1.t.i0	h.ɔɪ1.ɾ.0
ɹ.i2.ɪ0.n.s.t.eɪ1.t.ɪ0.ŋ	ɹ.i2.ɪ0.n.s.t.eɪ1.ɾ.ɪ0.ŋ
ɔ2.t.ʌ0.m.oʊ1.t.ɪ0.v.z	ɔ.ɾ.ʌ0.m.oʊ1.ɾ.ɪ0.v.z
ɔ2.t.oʊ0.m.æ1.t.ɪ0.k.l.i0	ɔ.ɾ.oʊ0.m.æ1.ɾ.ɪ0.k.l.0
b.i0.æ1.t.ʌ0.f.aɪ2.d	b.i0.æ1.ɾ.ʌ0.f.aɪ2.d
n.ɛ1.t.ɪ0.ŋ	n.ɛ1.ɾ.ɪ0.ŋ
w.ɑ1.t.ɚ0.ɪ0.ŋ	w.ɑ1.ɾ.ɚ0.ɪ0.ŋ
m.j.u1.t.ʌ0.n.t	m.j.u1.ɾ.ʌ0.n.t
m.æ1.s.t.ɚ0.b.eɪ2.t.ʌ0.d	m.æ1.s.t.ɚ0.b.eɪ2.ɾ.ʌ0.d
ɪ2.n.ʌ0.d.v.ɚ1.t.ʌ0.n.s	ɪ.n.ʌ0.d.v.ɚ1.ɾ.ʌ0.n.s
t.oʊ1.t.ʌ0.m.z	t.oʊ1.ɾ.ʌ0.m.z
w.ɪ1.t.ʌ0.n.b.ɚ0.g	w.ɪ1.ɾ.ʌ0.n.b.ɚ0.g
f.ʊ1.t.ɪ0.dʒ	f.ʊ1.ɾ.ɪ0.ʒ
ɑ1.b.v.i0.eɪ2.t.ʌ0.d	ɑ.b.v.i0.eɪ2.ɾ.ʌ0.d
m.ɑ1.t.ɪ0.s	m.ɑ1.ɾ.ɪ0.s
m.oʊ1.t.ʌ0.v.eɪ2.t.s	m.oʊ1.ɾ.ʌ0.v.eɪ2.t.s
m.ɛ2.n.θ.ʌ0.l.eɪ1.t.ʌ0.m	m.ɛ2.n.θ.ʌ0.l.eɪ1.ɾ.ʌ0.m
n.ɛ1.t.ɚ0.v.ɪ0.l	n.ɛ1.ɾ.ɚ0.v.ɪ0.l
t.ɑ1.l.ɚ0.eɪ2.t.ʌ0.d	t.ɑ1.l.ɚ0.eɪ2.ɾ.ʌ0.d
t.oʊ1.t.i0	t.oʊ1.ɾ.0
ʌ2.n.b.i1.t.ʌ0.b.ʌ0.l	ʌ.n.b.i1.ɾ.ʌ0.b.ʌ0.l
b.ɔɪ1.t.ʌ0.l.ɚ0	b.ɔɪ1.ɾ.ʌ0.l.0
g.ɑ0.l.ɑ1.t.i0	g.ɑ0.l.ɑ1.ɾ.0
d.eɪ1.t.ʌ0.k.ɑ2.ɹ.d.z	d.eɪ1.ɾ.ʌ0.k.ɑ2.ɹ.d.z
m.ɛ2.t.ʌ0.f.ɔ1.ɹ.ɪ0.k.l.i0	m.ɛ2.ɾ.ʌ0.f.ɔ1.ɹ.ɪ0.k.l.0
ʌ0.n.k.ʌ0.n.s.ɑ1.l.ʌ0.d.eɪ2.t.ɪ0.d	ʌ.n.k.ʌ0.n.s.ɑ1.l.ʌ0.d.eɪ2.ɾ.ɪ0.d
d.ʌ0.b.ɪ1.l.ʌ0.t.eɪ2.t.ɪ0.d	d.ʌ0.b.ɪ1.l.ʌ0.t.eɪ2.ɾ.ɪ0.d
b.l.aɪ1.t.ɪ0.d	b.l.aɪ1.ɾ.ɪ0.d
θ.ɚ1.t.i2.n.z	θ.ɚ1.ɾ.i2.n.z
m.æ1.t.ʌ0.t	m.æ1.ɾ.ʌ0.t
s.t.ɹ.i1.t.ɚ0.z	s.t.ɹ.i1.ɾ.ɚ0.z
ɹ.ɛ1.t.ɚ0	ɹ.ɛ1.ɾ.0
p.oʊ1.t.æ2.m.k.ɪ0.n	p.oʊ1.ɾ.æ2.m.k.ɪ0.n
aʊ1.t.f.ɪ2.t.ɚ0.z	a.t.f.ɪ2.ɾ.ɚ0.z
ɔ1.t.ʌ0.m.eɪ2.t.ɪ0.d	ɔ.ɾ.ʌ0.m.eɪ2.ɾ.ɪ0.d
h.w.ɪ1.t.ʌ0.n	h.w.ɪ1.ɾ.ʌ0.n
k.ʌ0.n.v.ɚ1.t.ɪ0.ŋ	k.ʌ0.n.v.ɚ1.ɾ.ɪ0.ŋ
f.ɹ.eɪ1.t.ɚ0.z	f.ɹ.eɪ1.ɾ.ɚ0.z
ɛ2.n.l.aɪ1.t.ʌ0.n	ɛ.n.l.aɪ1.ɾ.ʌ0.n
m.ɑ2.ɹ.g.ɚ0.ɛ1.t.ʌ0.n	m.ɑ2.ɹ.g.ɚ0.ɛ1.ɾ.ʌ0.n
ɔ1.t.oʊ1.s.p.ʌ0	ɔ.ɾ.oʊ1.s.p.0
p.ʌ1.t.ɪ0.n.b.eɪ2	p.ʌ1.ɾ.ɪ0.n.b.2
w.ʊ0.l.v.ɚ1.t.ʌ0.n	w.ʊ0.l.v.ɚ1.ɾ.ʌ0.n
tʃ.i1.t.ɚ0.z	t.i1.ɾ.ɚ0.z
ʌ0.l.ɚ1.t.ɪ0.d	ʌ.l.ɚ1.ɾ.ɪ0.d
p.ɚ0.ɛ1.t.i0	p.ɚ0.ɛ1.ɾ.0
m.ɛ2.t.ʌ0.k.ɑ1.ɹ.p.ʌ0.l	m.ɛ2.ɾ.ʌ0.k.ɑ1.ɹ.p.ʌ0.l
p.ɹ.ʌ0.m.oʊ1.t.ʌ0.d	p.ɹ.ʌ0.m.oʊ1.ɾ.ʌ0.d
ɑ0.m.ɛ0.z.k.w.i1.t.ʌ0	ɑ.m.ɛ0.z.k.w.i1.ɾ.0
d.ɹ.oʊ1.t.ɚ0	d.ɹ.oʊ1.ɾ.0
ɔ1.t.ʌ0.n.t	ɔ.ɾ.ʌ0.n.t
k.ɑ1.m.p.ʌ0.n.s.eɪ2.t.ɪ0.ŋ	k.ɑ1.m.p.ʌ0.n.s.eɪ2.ɾ.ɪ0.ŋ
m.ɑ1.d.ɚ0.eɪ2.t.ɪ0.ŋ	m.ɑ1.d.ɚ0.eɪ2.ɾ.ɪ0.ŋ
s.eɪ1.t.ʌ0.n	s.eɪ1.ɾ.ʌ0.n
θ.ɹ.oʊ1.t.ɪ0.d	θ.ɹ.oʊ1.ɾ.ɪ0.d
d.i1.t.ɚ0.ɪ0.k	d.i1.ɾ.ɚ0.ɪ0.k
ɔ2.t.oʊ2.l.ʌ0.t.i1.n.ʌ0	ɔ.ɾ.oʊ2.l.ʌ0.t.i1.n.0
b.ɪ0.ɹ.eɪ1.t.ɪ0.d	b.ɪ0.ɹ.eɪ1.ɾ.ɪ0.d
p.ɛ1.t.i0	p.ɛ1.ɾ.0
k.l.aʊ1.t.i0.ɚ0	k.l.aʊ1.ɾ.i0.0
h.eɪ1.t.ɪ0.d	h.eɪ1.ɾ.ɪ0.d
f.ʌ0.n.æ1.t.ɪ0.k	f.ʌ0.n.æ1.ɾ.ɪ0.k
h.aʊ1.t.ʌ0.n.z	h.aʊ1.ɾ.ʌ0.n.z
b.ʌ1.t.ʌ0.k	b.ʌ1.ɾ.ʌ0.k
k.ɹ.ɪ1.t.ɚ0	k.ɹ.ɪ1.ɾ.0
v.ɛ0.n.d.i1.t.i0	v.ɛ0.n.d.i1.ɾ.0
s.t.ɛ1.t.ʌ0.m	s.t.ɛ1.ɾ.ʌ0.m
ɚ0.ɪ2.s.t.ʌ0.k.ɹ.æ1.t.ɪ0.k	ɚ.ɪ2.s.t.ʌ0.k.ɹ.æ1.ɾ.ɪ0.k
l.oʊ0.p.ɑ1.t.ʌ0	l.oʊ0.p.ɑ1.ɾ.0
tʃ.ɪ0.p.i1.t.ɑ0.z	t.ɪ0.p.i1.ɾ.ɑ0.z
ɪ1.ɹ.ʌ0.g.eɪ2.t.ɚ0.z	ɪ.ɹ.ʌ0.g.eɪ2.ɾ.ɚ0.z
p.eɪ1.s.ɛ2.t.ɚ0	p.eɪ1.s.ɛ2.ɾ.0
ʌ0.m.ɛ1.ɹ.ɪ0.d.æ2.t.ʌ0	ʌ.m.ɛ1.ɹ.ɪ0.d.æ2.ɾ.0
p.ɚ1.p.ʌ0.t.ɹ.eɪ2.t.ɚ0.z	p.ɚ1.p.ʌ0.t.ɹ.eɪ2.ɾ.ɚ0.z
f.l.oʊ1.t.ʌ0.d	f.l.oʊ1.ɾ.ʌ0.d
v.æ0.n.u0.ɑ1.t.u0	v.æ0.n.u0.ɑ1.ɾ.0
l.ʌ0.n.aɪ1.s.ɪ2.t.i0	l.ʌ0.n.aɪ1.s.ɪ2.ɾ.0
k.w.ɑ1.t.ɚ0.n.ɛ2.ɹ.i0	k.w.ɑ1.ɾ.ɚ0.n.ɛ2.ɹ.0
ʌ0.k.i1.t.ʌ0.z	ʌ.k.i1.ɾ.ʌ0.z
k.oʊ1.t.ɚ0	k.oʊ1.ɾ.0
h.ɛ1.t.ɪ0.k	h.ɛ1.ɾ.ɪ0.k
m.ɛ1.t.ɚ0.n.ɪ0.tʃ	m.ɛ1.ɾ.ɚ0.n.ɪ0.ʃ
s.p.ɑ1.t.ɪ0.ŋ	s.p.ɑ1.ɾ.ɪ0.ŋ
b.ɑ0.d.oʊ0.l.ɑ1.t.oʊ0	b.ɑ0.d.oʊ0.l.ɑ1.ɾ.0
ɛ1.s.t.ʌ0.m.eɪ2.t.ɪ0.d	ɛ.s.t.ʌ0.m.eɪ2.ɾ.ɪ0.d
p.ɑ0.n.z.ɛ1.t.i0	p.ɑ0.n.z.ɛ1.ɾ.0
k.ʌ0.m.p.æ1.t.ʌ0.b.ʌ0.l	k.ʌ0.m.p.æ1.ɾ.ʌ0.b.ʌ0.l
m.ɪ0.k.ʌ0.l.ɛ1.t.i0	m.ɪ0.k.ʌ0.l.ɛ1.ɾ.0
ɑ0.ɹ.g.eɪ1.t.ʌ0	ɑ.ɹ.g.eɪ1.ɾ.0
p.ɑ1.t.i0.t	p.ɑ1.ɾ.i0.t
ɛ2.p.ɪ0.dʒ.ʌ0.n.ɛ1.t.ɪ0.k	ɛ.p.ɪ0.dʒ.ʌ0.n.ɛ1.ɾ.ɪ0.k
oʊ2.v.ɚ0.ɹ.eɪ1.t.ɪ0.d	o.v.ɚ0.ɹ.eɪ1.ɾ.ɪ0.d
m.i1.t.i0.ɚ0.z	m.i1.ɾ.i0.ɚ0.z
æ1.t.ʌ0.t.u2.d	æ.ɾ.ʌ0.t.u2.d
ɪ1.n.ʌ0.g.ɹ.eɪ2.t.ʌ0.d	ɪ.n.ʌ0.g.ɹ.eɪ2.ɾ.ʌ0.d
k.ɑ0.ɹ.l.i1.t.oʊ0	k.ɑ0.ɹ.l.i1.ɾ.0
f.ɛ1.t.ɚ0.h.ɔ0.f	f.ɛ1.ɾ.ɚ0.h.ɔ0.f
m.i2.t.i0.ɔ2.ɹ.ʌ0.l.ɑ1.dʒ.ɪ0.k.ʌ0.l	m.i2.ɾ.i0.ɔ2.ɹ.ʌ0.l.ɑ1.dʒ.ɪ0.k.ʌ0.l
ʌ0.n.d.ɚ0.w.eɪ1.t.ɪ0.d	ʌ.n.d.ɚ0.w.eɪ1.ɾ.ɪ0.d
z.eɪ1.t.ʌ0	z.eɪ1.ɾ.0
f.oʊ1.t.oʊ0.f.ɪ1.n.ɪ0.ʃ.ɪ0.ŋ	f.oʊ1.ɾ.oʊ0.f.ɪ1.n.ɪ0.ʃ.ɪ0.ŋ
k.oʊ0.l.ɑ0.v.i1.t.oʊ0	k.oʊ0.l.ɑ0.v.i1.ɾ.0
dʒ.oʊ0.l.ɛ1.t.ʌ0	d.oʊ0.l.ɛ1.ɾ.0
ɑ1.t.ɪ0.ŋ	ɑ.ɾ.ɪ0.ŋ
b.u2.t.æ1.n	b.u2.ɾ.æ1.n
p.eɪ1.t.i0	p.eɪ1.ɾ.0
oʊ2.v.ɚ0.ɹ.ɪ1.t.ʌ0.n	o.v.ɚ0.ɹ.ɪ1.ɾ.ʌ0.n
m.ɑ1.ɹ.dʒ.i0.oʊ2.t.i0.z	m.ɑ1.ɹ.dʒ.i0.oʊ2.ɾ.i0.z
ɪ1.m.ʌ0.t.eɪ2.t.ɪ0.ŋ	ɪ.m.ʌ0.t.eɪ2.ɾ.ɪ0.ŋ
ɑ1.ɹ.b.ɪ0.t.ɹ.eɪ2.t.ɚ0	ɑ.ɹ.b.ɪ0.t.ɹ.eɪ2.ɾ.0
n.u1.t.ɚ0	n.u1.ɾ.0
æ1.k.t.j.u0.eɪ2.t.ɚ0.z	æ.k.t.j.u0.eɪ2.ɾ.ɚ0.z
dʒ.ɪ1.t.ɚ0.z	d.ɪ1.ɾ.ɚ0.z
dʒ.ʌ0.n.ɛ1.t.ɪ0.k.s	d.ʌ0.n.ɛ1.ɾ.ɪ0.k.s
oʊ2.v.ɚ0.ɛ1.s.t.ʌ0.m.eɪ2.t.ɪ0.d	o.v.ɚ0.ɛ1.s.t.ʌ0.m.eɪ2.ɾ.ɪ0.d
ʃ.ʌ1.t.ʌ0.l.w.ɚ2.θ	ʃ.ʌ1.ɾ.ʌ0.l.w.ɚ2.θ
d.ɪ0.s.ɪ1.n.t.ʌ0.g.ɹ.eɪ2.t.ɪ0.d	d.ɪ0.s.ɪ1.n.t.ʌ0.g.ɹ.eɪ2.ɾ.ɪ0.d
b.ɪ0.l.ɑ1.t.i0	b.ɪ0.l.ɑ1.ɾ.0
f.ɛ1.d.ɚ0.eɪ2.t.ɪ0.d	f.ɛ1.d.ɚ0.eɪ2.ɾ.ɪ0.d
ɛ2.t.ɛ1.s	ɛ.ɾ.ɛ1.s
k.oʊ1.t.ʌ0	k.oʊ1.ɾ.0
d.ɪ0.l.aɪ1.t.ʌ0.d	d.ɪ0.l.aɪ1.ɾ.ʌ0.d
j.u2.n.aɪ1.t.ɪ0.d.b.æ1.ŋ.k	j.u2.n.aɪ1.ɾ.ɪ0.d.b.æ1.ŋ.k
l.ɪ1.t.ɚ0.ʌ0.t	l.ɪ1.ɾ.ɚ0.ʌ0.t
ɛ1.k.s.k.ʌ0.v.eɪ2.t.ɪ0.ŋ	ɛ.k.s.k.ʌ0.v.eɪ2.ɾ.ɪ0.ŋ
s.t.ɹ.æ2.t.ʌ0.s.f.ɪ1.ɹ.ɪ0.k	s.t.ɹ.æ2.ɾ.ʌ0.s.f.ɪ1.ɹ.ɪ0.k
ɹ.ɛ2.t.ɚ0.ɪ1.ʃ.ʌ0.n.z	ɹ.ɛ2.ɾ.ɚ0.ɪ1.ʃ.ʌ0.n.z
m.ɪ2.n.ʌ0.s.oʊ1.t.ʌ0.n.z	m.ɪ2.n.ʌ0.s.oʊ1.ɾ.ʌ0.n.z
æ1.t.ɚ0.m.ʌ0.n	æ.ɾ.ɚ0.m.ʌ0.n
d.ɪ0.n.oʊ1.t.oʊ2	d.ɪ0.n.oʊ1.ɾ.2
s.æ1.t.ɚ0.n	s.æ1.ɾ.ɚ0.n
l.ɪ1.t.ɪ0.g.ʌ0.n.t	l.ɪ1.ɾ.ɪ0.g.ʌ0.n.t
ʌ2.n.ɹ.i0.k.w.aɪ1.t.ɪ0.d	ʌ.n.ɹ.i0.k.w.aɪ1.ɾ.ɪ0.d
b.ɪ0.n.ɛ1.t.i0	b.ɪ0.n.ɛ1.ɾ.0
ʌ0.n.b.i1.t.ʌ0.n	ʌ.n.b.i1.ɾ.ʌ0.n
w.eɪ1.t.ɛ2.k	w.eɪ1.ɾ.ɛ2.k
ʌ1.t.ɚ0.ʌ0.n.s.ɪ0.z	ʌ.ɾ.ɚ0.ʌ0.n.s.ɪ0.z
f.l.u1.t.ɪ0.s.t	f.l.u1.ɾ.ɪ0.s.t
k.ɔ1.ɹ.ʌ0.l.eɪ2.t.ʌ0.d	k.ɔ1.ɹ.ʌ0.l.eɪ2.ɾ.ʌ0.d
w.ɑ1.t.ʌ0.n	w.ɑ1.ɾ.ʌ0.n
d.ɛ1.t.ʌ0.n.eɪ2.t.ɚ0.z	d.ɛ1.ɾ.ʌ0.n.eɪ2.ɾ.ɚ0.z
s.p.ɑ1.t.ɚ0.z	s.p.ɑ1.ɾ.ɚ0.z
w.aɪ1.t.ɪ0.ŋ.z	w.aɪ1.ɾ.ɪ0.ŋ.z
h.ɔ1.s.p.ɪ2.t.ʌ0.l.aɪ2.z	h.ɔ1.s.p.ɪ2.ɾ.ʌ0.l.aɪ2.z
ʌ0.p.ɹ.u1.t.ɪ0.ŋ	ʌ.p.ɹ.u1.ɾ.ɪ0.ŋ
w.ɪ1.t.ʌ0.n	w.ɪ1.ɾ.ʌ0.n
tʃ.æ1.t.ɪ0.d	t.æ1.ɾ.ɪ0.d
p.i0.t.s.oʊ0.l.ɑ1.t.oʊ0	p.i0.t.s.oʊ0.l.ɑ1.ɾ.0
ɪ2.n.t.ɚ0.m.æ0.g.n.ɛ1.t.ɪ0.k.s	ɪ.n.t.ɚ0.m.æ0.g.n.ɛ1.ɾ.ɪ0.k.s
d.æ1.t.ʌ0.k.ɑ2.m	d.æ1.ɾ.ʌ0.k.ɑ2.m
l.ɪ1.b.ɚ2.eɪ2.t.ʌ0.ɹ	l.ɪ1.b.ɚ2.eɪ2.ɾ.ʌ0.ɹ
k.ʌ0.m.p.i1.t.ɪ0.d	k.ʌ0.m.p.i1.ɾ.ɪ0.d
ʌ0.l.ɚ1.t.ɪ0.ŋ	ʌ.l.ɚ1.ɾ.ɪ0.ŋ
b.æ1.t.ʌ0.n.ɹ.u1.dʒ	b.æ1.ɾ.ʌ0.n.ɹ.u1.ʒ
k.ɔ1.s.t.k.ʌ2.t.ɪ0.ŋ	k.ɔ1.s.t.k.ʌ2.ɾ.ɪ0.ŋ
h.æ1.l.ʌ0.dʒ.ʌ0.n.eɪ2.t.ɪ0.d	h.æ1.l.ʌ0.dʒ.ʌ0.n.eɪ2.ɾ.ɪ0.d
ɪ0.v.æ1.p.ɚ0.eɪ2.t.ɚ0	ɪ.v.æ1.p.ɚ0.eɪ2.ɾ.0
s.w.ɛ1.t.ɪ0.n	s.w.ɛ1.ɾ.ɪ0.n
v.oʊ1.t.ɔ0	v.oʊ1.ɾ.0
m.æ1.s.t.ɚ0.b.eɪ2.t.ɪ0.ŋ	m.æ1.s.t.ɚ0.b.eɪ2.ɾ.ɪ0.ŋ
d.u1.p.l.ɪ0.k.eɪ2.t.ɪ0.ŋ	d.u1.p.l.ɪ0.k.eɪ2.ɾ.ɪ0.ŋ
m.ʌ0.n.ɪ1.p.j.ʌ0.l.eɪ2.t.ɪ0.d	m.ʌ0.n.ɪ1.p.j.ʌ0.l.eɪ2.ɾ.ɪ0.d
m.aɪ2.t.ɔ1.t.ɪ0.k	m.aɪ2.ɾ.ɔ1.ɾ.ɪ0.k
m.ɪ1.t.ʌ0.g.eɪ2.t.ɪ0.ŋ	m.ɪ1.ɾ.ʌ0.g.eɪ2.ɾ.ɪ0.ŋ
θ.ɚ1.m.oʊ0.s.ɛ2.t.ɪ0.ŋ	θ.ɚ1.m.oʊ0.s.ɛ2.ɾ.ɪ0.ŋ
t.æ1.t.i2	t.æ1.ɾ.2
k.ʌ0.m.p.j.u1.t.ɚ0.aɪ2.z.d	k.ʌ0.m.p.j.u1.ɾ.ɚ0.aɪ2.z.d
p.æ1.t.ɪ0.n.oʊ0.d	p.æ1.ɾ.ɪ0.n.oʊ0.d
ɹ.ɪ0.p.i1.t.ʌ0.b.ʌ0.l	ɹ.ɪ0.p.i1.ɾ.ʌ0.b.ʌ0.l
k.ɛ1.t.ɚ0	k.ɛ1.ɾ.0
l.u2.t.ɛ1.s	l.u2.ɾ.ɛ1.s
s.u1.t.oʊ0	s.u1.ɾ.0
tʃ.i1.t.ɪ0.d	t.i1.ɾ.ɪ0.d
p.ɔ2.t.ʌ1.k.s.ʌ0.t	p.ɔ2.ɾ.ʌ1.k.s.ʌ0.t
s.i0.m.oʊ0.n.ɛ1.t.i0	s.i0.m.oʊ0.n.ɛ1.ɾ.0
ʌ0.p.d.eɪ1.t.ʌ0.d	ʌ.p.d.eɪ1.ɾ.ʌ0.d
ɪ1.n.ʌ0.n.d.eɪ2.t.ɪ0.d	ɪ.n.ʌ0.n.d.eɪ2.ɾ.ɪ0.d
k.æ1.t.ʌ0.g.ɚ0.aɪ2.z.d	k.æ1.ɾ.ʌ0.g.ɚ0.aɪ2.z.d
s.ʌ1.b.k.ʌ0.m.ɪ1.t.i0	s.ʌ1.b.k.ʌ0.m.ɪ1.ɾ.0
s.l.i1.t.ɚ0	s.l.i1.ɾ.0
g.u1.t.ʌ0.l	g.u1.ɾ.ʌ0.l
ɹ.i0.t.ɹ.i1.t.ɪ0.ŋ	ɹ.i0.t.ɹ.i1.ɾ.ɪ0.ŋ
ɪ0.g.z.ɪ1.l.ɚ0.eɪ2.t.ɪ0.d	ɪ.g.z.ɪ1.l.ɚ0.eɪ2.ɾ.ɪ0.d
l.ʌ1.t.ʌ0.n	l.ʌ1.ɾ.ʌ0.n
f.aɪ1.t.ɪ0.ŋ	f.aɪ1.ɾ.ɪ0.ŋ
ɹ.eɪ1.d.i0.eɪ2.t.ɪ0.ŋ	ɹ.eɪ1.d.i0.eɪ2.ɾ.ɪ0.ŋ
ʌ0.θ.ɔ2.ɹ.ʌ0.t.eɪ1.t.ɪ0.v.l.i0	ʌ.θ.ɔ2.ɹ.ʌ0.t.eɪ1.ɾ.ɪ0.v.l.0
p.oʊ0.l.i1.t.i0	p.oʊ0.l.i1.ɾ.0
f.ʌ0.n.æ1.t.ɪ0.k.ʌ0.l.i0	f.ʌ0.n.æ1.ɾ.ɪ0.k.ʌ0.l.0
d.ɛ0.l.i0.g.ɑ1.t.i0	d.ɛ0.l.i0.g.ɑ1.ɾ.0
k.ɑ2.s.b.ʌ0.l.ɑ1.t.ɑ0.f.s	k.ɑ2.s.b.ʌ0.l.ɑ1.ɾ.ɑ0.f.s
k.ɑ1.t.ʌ0.n.w.ʊ2.d.z	k.ɑ1.ɾ.ʌ0.n.w.ʊ2.d.z
t.j.u1.t.ɪ0.l.ɪ0.dʒ	t.j.u1.ɾ.ɪ0.l.ɪ0.ʒ
l.ɪ0.dʒ.ɪ1.t.ʌ0.m.ʌ0.s.i0	l.ɪ0.dʒ.ɪ1.ɾ.ʌ0.m.ʌ0.s.0
m.æ1.n.d.eɪ2.t.ɪ0.ŋ	m.æ1.n.d.eɪ2.ɾ.ɪ0.ŋ
l.eɪ1.t.ɛ2.k.s	l.eɪ1.ɾ.ɛ2.k.s
t.oʊ0.m.ɑ0.s.ɛ1.t.i0	t.oʊ0.m.ɑ0.s.ɛ1.ɾ.0
s.ɔ1.ŋ.ɹ.aɪ2.t.ɚ0.z	s.ɔ1.ŋ.ɹ.aɪ2.ɾ.ɚ0.z
k.ɹ.i0.eɪ2.t.ɔ1.l.ʌ0.dʒ.ɪ0.s.t	k.ɹ.i0.eɪ2.ɾ.ɔ1.l.ʌ0.dʒ.ɪ0.s.t
s.k.ɹ.u1.t.ʌ0.n.aɪ2.z.d	s.k.ɹ.u1.ɾ.ʌ0.n.aɪ2.z.d
ɪ0.n.ʌ1.n.s.i0.eɪ2.t.ɪ0.d	ɪ.n.ʌ1.n.s.i0.eɪ2.ɾ.ɪ0.d
k.ɔ1.t.ʌ0.n	k.ɔ1.ɾ.ʌ0.n
v.eɪ1.t.ɚ0	v.eɪ1.ɾ.0
f.ɹ.aɪ1.t.ʌ0.n.z	f.ɹ.aɪ1.ɾ.ʌ0.n.z
p.ɑ1.t.ɚ0.z	p.ɑ1.ɾ.ɚ0.z
t.ʌ0.m.eɪ1.t.oʊ2	t.ʌ0.m.eɪ1.ɾ.2
θ.ʌ0.m.æ1.t.ɪ0.k.l.i0	θ.ʌ0.m.æ1.ɾ.ɪ0.k.l.0
f.ɚ2.t.ʌ0.l.ɪ0.z.eɪ1.ʃ.ʌ0.n	f.ɚ2.ɾ.ʌ0.l.ɪ0.z.eɪ1.ʃ.ʌ0.n
f.ɹ.æ1.t.ɪ0.s	f.ɹ.æ1.ɾ.ɪ0.s
k.ɹ.ɑ1.t.i0	k.ɹ.ɑ1.ɾ.0
p.ɹ.ɑ1.t.ʌ0.s.t.ʌ0.n.t.ɪ2.z.ʌ0.m	p.ɹ.ɑ1.ɾ.ʌ0.s.t.ʌ0.n.t.ɪ2.z.ʌ0.m
æ2.l.b.j.u1.t.ɚ0.ɔ0.l	æ.l.b.j.u1.ɾ.ɚ0.ɔ0.l
p.ʌ0.n.ɛ1.t.ʌ0	p.ʌ0.n.ɛ1.ɾ.0
p.l.eɪ1.t.oʊ0.z	p.l.eɪ1.ɾ.oʊ0.z
h.ɛ0.ɹ.i1.t.oʊ0.s	h.ɛ0.ɹ.i1.ɾ.oʊ0.s
s.t.ɹ.ʌ1.t.ʌ0.n	s.t.ɹ.ʌ1.ɾ.ʌ0.n
l.ɪ1.t.eɪ0.k.ɚ0	l.ɪ1.ɾ.eɪ0.k.0
ʌ0.n.ɹ.ɛ1.g.j.ʌ0.l.eɪ2.t.ɪ0.d	ʌ.n.ɹ.ɛ1.g.j.ʌ0.l.eɪ2.ɾ.ɪ0.d
eɪ2.t.ɪ1.p.ɪ0.k.ʌ0.l	e.ɾ.ɪ1.p.ɪ0.k.ʌ0.l
l.aɪ1.t.ʌ0.n.z	l.aɪ1.ɾ.ʌ0.n.z
m.ɛ2.t.ʌ0.θ.ɔ1.ɹ.æ2.k.s	m.ɛ2.ɾ.ʌ0.θ.ɔ1.ɹ.æ2.k.s
l.oʊ1.b.oʊ2.t.oʊ2.m.i0	l.oʊ1.b.oʊ2.ɾ.oʊ2.m.0
k.ʌ0.n.s.ɚ1.t.ʌ0.d	k.ʌ0.n.s.ɚ1.ɾ.ʌ0.d
f.ɹ.eɪ1.t.ɚ0	f.ɹ.eɪ1.ɾ.0
t.ɹ.i1.t.ɚ0	t.ɹ.i1.ɾ.0
s.ɛ1.n.t.ʌ0.m.i2.t.ɚ0	s.ɛ1.n.t.ʌ0.m.i2.ɾ.0
l.ɪ1.t.ɪ0.dʒ.ʌ0.s	l.ɪ1.ɾ.ɪ0.dʒ.ʌ0.s
h.w.ɪ1.t.ɪ0.ŋ.h.æ2.m	h.w.ɪ1.ɾ.ɪ0.ŋ.h.æ2.m
d.ɪ0.s.ɛ1.l.ɚ0.eɪ2.t.ɪ0.d	d.ɪ0.s.ɛ1.l.ɚ0.eɪ2.ɾ.ɪ0.d
h.w.ɪ1.t.ɪ0.ŋ.t.ʌ0.n	h.w.ɪ1.ɾ.ɪ0.ŋ.t.ʌ0.n
p.i1.t.ʌ0	p.i1.ɾ.0
n.ɛ2.dʒ.m.ɛ1.t.ɪ0.n	n.ɛ2.dʒ.m.ɛ1.ɾ.ɪ0.n
s.æ1.t.ɚ0.ʌ0.s.t.s	s.æ1.ɾ.ɚ0.ʌ0.s.t.s
æ2.n.t.aɪ0.b.aɪ0.ɑ1.t.ɪ0.k	æ.n.t.aɪ0.b.aɪ0.ɑ1.ɾ.ɪ0.k
ɑ0.i1.t.oʊ0.n	ɑ.i1.ɾ.oʊ0.n
s.t.eɪ1.t.ɪ2.z.ʌ0.m	s.t.eɪ1.ɾ.ɪ2.z.ʌ0.m
ɹ.ɪ0.p.j.u1.t.ɪ0.d.l.i0	ɹ.ɪ0.p.j.u1.ɾ.ɪ0.d.l.0
l.ɑ0.g.ɑ0.t.u1.t.ʌ0	l.ɑ0.g.ɑ0.t.u1.ɾ.0
m.aɪ1.k.ɹ.oʊ2.k.ʌ0.m.p.j.u1.t.ɚ0	m.aɪ1.k.ɹ.oʊ2.k.ʌ0.m.p.j.u1.ɾ.0
m.oʊ2.t.oʊ0.n.ɔ1.ɹ.i0	m.oʊ2.ɾ.oʊ0.n.ɔ1.ɹ.0
ɔ1.t.ʌ0.g.ɹ.æ2.f	ɔ.ɾ.ʌ0.g.ɹ.æ2.f
